ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"Aloe Vera, Calendula Extract, Parabens","['Aloe Vera', 'Calendula Extract']","['Parabens']","Herbal blend with preservative; moderate risk.","Moderate","Moderate","Pending"
"Water, Rice Extract, Lactic Acid","['Water', 'Rice Extract']","['Lactic Acid']","Exfoliating toner with natural extract; low risk.","Low","Low","Approved"
"Green Tea Extract, Niacinamide, Fragrance","['Green Tea Extract', 'Niacinamide']","['Fragrance']","Brightening serum with synthetic scent; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, PEG-40 Castor Oil","['Water', 'Glycerin']","['PEG-40 Castor Oil']","Standard cleanser with emulsifier; moderate risk.","Moderate","Low","Pending"
"Aloe Vera, Chamomile Extract, Sodium Benzoate","['Aloe Vera', 'Chamomile Extract']","['Sodium Benzoate']","Soothing formulation with preservative; low risk.","Low","Low","Approved"
"Water, Glycerin, Disodium Laureth Sulfosuccinate","['Water', 'Glycerin']","['Disodium Laureth Sulfosuccinate']","Gentle cleanser with mild surfactant; very low risk.","Low","Low","Approved"
"Coconut Oil, Glycerin, Capric/Caprylic Triglyceride","['Coconut Oil', 'Glycerin']","['Capric/Caprylic Triglyceride']","Nourishing oil blend; very safe.","Low","Low","Approved"
"Water, Rice Extract, Citric Acid","['Water', 'Rice Extract']","['Citric Acid']","Mild toner with natural acid; low risk.","Low","Low","Approved"
"Green Tea Extract, Vitamin C, Sodium Ascorbyl Phosphate","['Green Tea Extract', 'Vitamin C']","['Sodium Ascorbyl Phosphate']","Stable vitamin C serum; low risk.","Low","Low","Approved"
"Water, Glycerin, PPG-3 Caprylyl Ether","['Water', 'Glycerin']","['PPG-3 Caprylyl Ether']","Standard formulation with synthetic solvent; moderate risk.","Moderate","Low","Pending"
"Aloe Vera, Chamomile Extract, Methylparaben","['Aloe Vera', 'Chamomile Extract']","['Methylparaben']","Soothing gel with preservative; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Sodium Lauroyl Lactylate","['Water', 'Glycerin']","['Sodium Lauroyl Lactylate']","Mild cleanser with lactylate surfactant; low risk.","Low","Low","Approved"
"Rose Water, Glycerin, Lactic Acid","['Rose Water', 'Glycerin']","['Lactic Acid']","Hydrating toner with gentle acid; low risk.","Low","Low","Approved"
"Aloe Vera, Green Tea Extract, Propylparaben","['Aloe Vera', 'Green Tea Extract']","['Propylparaben']","Antioxidant serum with preservative; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Caprylic/Caprylic Triglyceride","['Water', 'Glycerin']","['Caprylic/Caprylic Triglyceride']","Lightweight moisturizer with natural lipids; very safe.","Low","Low","Approved"
"Coconut Oil, Shea Butter, Tocopheryl Acetate","['Coconut Oil', 'Shea Butter', 'Tocopheryl Acetate']","['None']","Rich moisturizer with vitamin E; very safe.","Low","Low","Approved"
"Water, Aloe Vera, Sodium Hydroxide","['Water', 'Aloe Vera']","['Sodium Hydroxide']","Formulation includes pH adjuster; moderate risk for sensitive skin.","Moderate","Moderate","Pending"
"Green Tea Extract, Niacinamide, Zinc PCA","['Green Tea Extract', 'Niacinamide']","['Zinc PCA']","Brightening serum with sebum regulation; low risk.","Low","Low","Approved"
"Water, Glycerin, Poloxamer 188","['Water', 'Glycerin']","['Poloxamer 188']","Standard cleanser with synthetic polymer; very low risk.","Low","Low","Approved"
"Aloe Vera, Cucumber Extract, Allantoin","['Aloe Vera', 'Cucumber Extract', 'Allantoin']","['None']","Soothing formulation with skin protectant; very safe.","Low","Low","Approved"
"Water, Glycerin, Decyl Glucoside","['Water', 'Glycerin']","['Decyl Glucoside']","Plant-derived cleanser; very low risk.","Low","Low","Approved"
"Chamomile Extract, Calendula Extract, Sodium Citrate","['Chamomile Extract', 'Calendula Extract']","['Sodium Citrate']","Calming formula with pH balance; very low risk.","Low","Low","Approved"
"Water, Glycerin, Lauryl Glucoside","['Water', 'Glycerin']","['Lauryl Glucoside']","Gentle cleanser with natural surfactant; very low risk.","Low","Low","Approved"
"Rose Water, Glycerin, Propylene Glycol","['Rose Water', 'Glycerin']","['Propylene Glycol']","Hydrating toner with synthetic humectant; moderate risk.","Moderate","Moderate","Pending"
"Aloe Vera, Green Tea Extract, Sodium Metabisulfite","['Aloe Vera', 'Green Tea Extract']","['Sodium Metabisulfite']","Antioxidant serum with a sulfite preservative; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, PEG-7 Polydimethylsiloxyethyl Dimethicone","['Water', 'Glycerin']","['PEG-7 Polydimethylsiloxyethyl Dimethicone']","Silicone-based cleanser with synthetic additive; moderate risk.","Moderate","Low","Pending"
"Chamomile Extract, Vitamin E, Sorbic Acid","['Chamomile Extract', 'Vitamin E']","['Sorbic Acid']","Soothing formulation with a mild preservative; low risk.","Low","Low","Pending"
"Water, Rice Extract, Glycol Distearate","['Water', 'Rice Extract']","['Glycol Distearate']","Mild cleanser with pearlizing agent; very low risk.","Low","Low","Approved"
"Aloe Vera, Glycerin, Phenethyl Alcohol","['Aloe Vera', 'Glycerin']","['Phenethyl Alcohol']","Moisturizing formula with aromatic alcohol; moderate risk.","Moderate","Moderate","Pending"
"Water, Glycerin, Sodium Lauroyl Sarcosinate","['Water', 'Glycerin']","['Sodium Lauroyl Sarcosinate']","Cleansing solution with gentle surfactant; very low risk.","Low","Low","Approved"
"Green Tea Extract, Niacinamide, Panthenol","['Green Tea Extract', 'Niacinamide']","['Panthenol']","Brightening and soothing serum; very low risk.","Low","Low","Approved"
"Water, Aloe Vera, Caprylyl Methicone","['Water', 'Aloe Vera']","['Caprylyl Methicone']","Hydrating formula with lightweight silicone; low risk.","Low","Low","Approved"
"Coconut Oil, Olive Oil, Cetyl Alcohol","['Coconut Oil', 'Olive Oil', 'Cetyl Alcohol']","['None']","Nourishing oil blend with natural fatty alcohol; very safe.","Low","Low","Approved"
"Water, Glycerin, Polyquaternium-7","['Water', 'Glycerin']","['Polyquaternium-7']","Conditioning cleanser with polymer; very low risk.","Low","Low","Approved"
"Aloe Vera, Chamomile Extract, Ethylhexylglycerin","['Aloe Vera', 'Chamomile Extract']","['Ethylhexylglycerin']","Calming formula with alternative preservative; moderate risk.","Moderate","Low","Pending"
"Water, Glycerin, Cetearyl Glucoside","['Water', 'Glycerin']","['Cetearyl Glucoside']","Stable emulsion with sugar-derived emulsifier; very low risk.","Low","Low","Approved"
"Rose Water, Glycerin, Sodium PCA","['Rose Water', 'Glycerin']","['Sodium PCA']","Hydrating toner with natural moisturizer; very low risk.","Low","Low","Approved"
"Green Tea Extract, Vitamin C, Acetyl Hexapeptide-8","['Green Tea Extract', 'Vitamin C']","['Acetyl Hexapeptide-8']","Anti-aging serum with peptide; low risk.","Low","Low","Approved"
"Water, Aloe Vera, Disodium EDTA","['Water', 'Aloe Vera']","['Disodium EDTA']","Formulation with chelating agent; minimal risk.","Low","Low","Approved"
"Chamomile Extract, Calendula Extract, Glycerin","['Chamomile Extract', 'Calendula Extract', 'Glycerin']","['None']","Soothing blend with natural moisturizers; very safe.","Low","Low","Approved"
"Water, Glycerin, Sodium Lauroyl Methyl Isethionate","['Water', 'Glycerin']","['Sodium Lauroyl Methyl Isethionate']","Mild cleanser with gentle surfactant; very low risk.","Low","Low","Approved"
"Aloe Vera, Green Tea Extract, Caprylyl Glycol","['Aloe Vera', 'Green Tea Extract']","['Caprylyl Glycol']","Antioxidant-rich formula with modern preservative; low risk.","Low","Low","Approved"
"Water, Glycerin, PEG-12 Dimethicone","['Water', 'Glycerin']","['PEG-12 Dimethicone']","Silicone-based moisturizer with synthetic additive; moderate risk.","Moderate","Low","Pending"
"Coconut Oil, Shea Butter, Butyrospermum Parkii Extract","['Coconut Oil', 'Shea Butter']","['Butyrospermum Parkii Extract']","Rich emollient blend with botanical extract; very safe.","Low","Low","Approved"
"Water, Aloe Vera, Sodium Lauroyl Sarcosinate","['Water', 'Aloe Vera']","['Sodium Lauroyl Sarcosinate']","Gentle cleanser with amino acid surfactant; very low risk.","Low","Low","Approved"
"Green Tea Extract, Niacinamide, Arginine","['Green Tea Extract', 'Niacinamide']","['Arginine']","Brightening formula with amino acid; very low risk.","Low","Low","Approved"
"Water, Glycerin, PPG-26-Buteth-26","['Water', 'Glycerin']","['PPG-26-Buteth-26']","Standard cleanser with synthetic solvent; moderate risk.","Moderate","Low","Pending"
"Aloe Vera, Chamomile Extract, Sodium Hydroxide","['Aloe Vera', 'Chamomile Extract']","['Sodium Hydroxide']","pH-adjusted formula; caution for sensitive skin.","Moderate","Moderate","Pending"
"Rose Water, Glycerin, Citral","['Rose Water', 'Glycerin']","['Citral']","Fragrant toner with natural citrus component; moderate risk.","Moderate","Moderate","Pending"
"Green Tea Extract, Vitamin E, Hexylresorcinol","['Green Tea Extract', 'Vitamin E']","['Hexylresorcinol']","Antioxidant serum with skin-brightening agent; low risk.","Low","Low","Approved"
"Water, Glycerin, Caprylyl Methicone","['Water', 'Glycerin']","['Caprylyl Methicone']","Lightweight moisturizer with silicone; very low risk.","Low","Low","Approved"
"Chamomile Extract, Panthenol, PEG-8","['Chamomile Extract', 'Panthenol']","['PEG-8']","Soothing formulation with synthetic humectant; moderate risk.","Moderate","Low","Pending"
"Water, Glycerin, Laureth-7","['Water', 'Glycerin']","['Laureth-7']","Mild cleanser with synthetic surfactant; low risk.","Low","Low","Approved"
"Organic sprouted lentils, Himalayan salt, nutritional yeast","['Sprouted lentils', 'Himalayan salt']","['None']","High-protein vegan snack with natural flavoring.",Low,Low,Approved
"Water, sodium lauryl sulfate, cocamide DEA, methylparaben","['Water']","['Sodium lauryl sulfate', 'Cocamide DEA', 'Methylparaben']","Shampoo with potential hormone disruptors.",High,High,Banned
"Cold-pressed jojoba oil, rosemary extract, vitamin E","['Jojoba oil', 'Rosemary extract']","['None']","Lightweight moisturizer for sensitive skin.",Low,Low,Approved
"Grass-fed collagen peptides, organic cocoa powder, stevia","['Collagen peptides', 'Cocoa powder']","['None']","Supports skin elasticity and joint health.",Low,Low,Approved
"Propylene glycol, synthetic fragrance, phthalates","['None']","['Propylene glycol', 'Phthalates']","Perfume linked to allergic reactions.",High,High,Banned
"Wild blueberries, organic chia seeds, almond flour","['Blueberries', 'Chia seeds', 'Almond flour']","['None']","Gluten-free, antioxidant-rich energy bars.",Low,Low,Approved
"Sodium hydroxide, titanium dioxide, artificial dyes","['None']","['Sodium hydroxide', 'Artificial dyes']","Toothpaste with abrasive ingredients.",Moderate,Moderate,Pending
"Organic hemp hearts, pumpkin seeds, sea salt","['Hemp hearts', 'Pumpkin seeds']","['None']","Omega-3 and magnesium-rich snack.",Low,Low,Approved
"Triclosan, polyethylene microbeads, sodium laureth sulfate","['None']","['Triclosan', 'Microbeads']","Face wash banned for environmental harm.",High,High,Banned
"Organic turmeric, black pepper, MCT oil","['Turmeric', 'Black pepper']","['None']","Anti-inflammatory supplement.",Low,Low,Approved
"Benzalkonium chloride, isopropyl alcohol, synthetic menthol","['None']","['Benzalkonium chloride']","Hand sanitizer causing skin dryness.",Moderate,Moderate,Pending
"Organic spirulina powder, moringa leaf, wheatgrass","['Spirulina', 'Moringa', 'Wheatgrass']","['None']","Detoxifying green superfood blend.",Low,Low,Approved
"Lead-based lipstick, synthetic dyes","['None']","['Lead', 'Synthetic dyes']","Lip product banned in the EU.",High,High,Banned
"Organic coconut flour, psyllium husk, baking soda","['Coconut flour', 'Psyllium husk']","['None']","Grain-free baking mix for keto diets.",Low,Low,Approved
"Formaldehyde-releasing preservatives, artificial fragrance","['None']","['Formaldehyde']","Hair conditioner with irritants.",High,High,Banned
"Organic matcha powder, monk fruit, almond milk","['Matcha', 'Monk fruit', 'Almond milk']","['None']","Low-calorie energy drink alternative.",Low,Low,Approved
"Hydrogenated soybean oil, high-fructose corn syrup","['None']","['Hydrogenated oil', 'High-fructose corn syrup']","Processed snack with trans fats.",High,High,Banned
"Organic bone broth, ginger, apple cider vinegar","['Bone broth', 'Ginger']","['None']","Gut-healing beverage.",Low,Low,Approved
"Oxybenzone, octocrylene, homosalate","['None']","['Oxybenzone', 'Octocrylene']","Reef-damaging sunscreen.",High,High,Banned
"Organic cacao powder, maca root, Himalayan salt","['Cacao powder', 'Maca root']","['None']","Adaptogen-rich hot chocolate mix.",Low,Low,Approved
"BHA, BHT, potassium bromate","['None']","['BHA', 'Potassium bromate']","Bread additive banned globally.",High,High,Banned
"Organic pumpkin seeds, sunflower seeds, sea salt","['Pumpkin seeds', 'Sunflower seeds']","['None']","Crunchy mineral-rich snack.",Low,Low,Approved
"Sodium lauryl sulfate, artificial colors, parabens","['None']","['Sodium lauryl sulfate', 'Parabens']","Body wash with skin irritants.",Moderate,Moderate,Pending
"Organic flaxseed, chia seeds, cinnamon","['Flaxseed', 'Chia seeds', 'Cinnamon']","['None']","High-fiber breakfast topping.",Low,Low,Approved
"Coal tar derivatives, petrolatum","['None']","['Coal tar']","Dandruff shampoo with carcinogens.",High,High,Banned
"Organic tempeh, tamari, brown rice","['Tempeh', 'Tamari', 'Brown rice']","['None']","Fermented plant-based protein.",Low,Low,Approved
"Phthalates, synthetic musk, mineral oil","['None']","['Phthalates']","Skin cream with endocrine disruptors.",High,High,Banned
"Organic kimchi, napa cabbage, chili flakes","['Kimchi', 'Napa cabbage', 'Chili flakes']","['None']","Probiotic-rich fermented veggies.",Low,Low,Approved
"Azodicarbonamide, artificial flavors","['None']","['Azodicarbonamide']","Bread additive banned in the EU.",High,High,Banned
"Organic acai berry powder, guarana, stevia","['Acai powder', 'Guarana']","['None']","Natural energy booster.",Low,Low,Approved
"Talcum powder, asbestos contamination risk","['None']","['Talc']","Baby powder linked to cancer.",High,High,Banned
"Organic kombucha, green tea, cane sugar","['Kombucha', 'Green tea']","['None']","Probiotic-rich fermented drink.",Low,Low,Approved
"Sodium nitrate, caramel color","['None']","['Sodium nitrate']","Processed meat with carcinogens.",Moderate,Moderate,Pending
"Organic kefir, live cultures, organic milk","['Kefir', 'Live cultures']","['None']","Dairy probiotic for gut health.",Low,Low,Approved
"Artificial strawberry flavor, Red 40","['None']","['Red 40']","Candy with synthetic additives.",Moderate,Moderate,Pending
"Organic sauerkraut, caraway seeds, juniper","['Sauerkraut', 'Caraway seeds']","['None']","Digestive-supporting fermented food.",Low,Low,Approved
"Hydroquinone, mercury traces","['None']","['Hydroquinone']","Skin cream banned in the EU.",High,High,Banned
"Organic apple cider vinegar, mother culture","['Apple cider vinegar']","['None']","Digestive tonic with probiotics.",Low,Low,Approved
"Artificial cheese flavor, disodium phosphate","['None']","['Disodium phosphate']","Processed snack additive.",Moderate,Moderate,Pending
"Organic ghee, grass-fed butter","['Ghee', 'Grass-fed butter']","['None']","Clarified butter for high-heat cooking.",Low,Low,Approved
"Brominated vegetable oil, Yellow 6","['None']","['Brominated oil']","Sports drink additive banned in the EU.",High,High,Banned
"Organic miso paste, koji culture","['Miso paste', 'Koji culture']","['None']","Fermented Japanese seasoning.",Low,Low,Approved
"Lead, cadmium in ceramic glaze","['None']","['Lead', 'Cadmium']","Dinnerware with heavy metals.",High,High,Banned
"Organic walnut butter, Himalayan salt","['Walnut butter']","['None']","Omega-3-rich nut butter.",Low,Low,Approved
"Parabens, formaldehyde donors","['None']","['Parabens']","Moisturizer with allergens.",Moderate,Moderate,Pending
"Organic bone broth protein, turmeric","['Bone broth protein', 'Turmeric']","['None']","Joint and muscle support powder.",Low,Low,Approved
"BHA, BHT in processed snacks","['None']","['BHA', 'BHT']","Preservatives linked to cancer.",High,High,Banned
"Organic kelp granules, dulse flakes","['Kelp', 'Dulse']","['None']","Mineral-rich seaweed seasoning.",Low,Low,Approved
